# Depth chart expansion — Wave 25+ all-FBS pass
# Generated 2026-05-27. Sources: class-year heuristic + editorial knowledge (consensus_may_2026).
# Covers 86 FBS teams not included in the original Wave 25 top-50 seed.

# === Air Force ===
16256,Josh Johnson,QB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Air Force QB1 — junior returning starter
3401,Christopher Frew,RB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Air Force RB1 — senior returning starter
3403,Cade Harris,WR,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Air Force WR1 — senior returning starter
3436,James Roberson,WR,2,returning_starter,projected,consensus_may_2026,,2026-05-27,Air Force WR2 — senior receiver, secondary target
33844,Chances Carter-Hill,LB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Air Force LB1 — senior returning starter

# === Akron ===
3696,Ben Finley,QB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Akron QB1 — senior returning starter
3843,Taven Curry,RB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Akron RB1 — junior returning starter
27366,Alex Adams,WR,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Akron WR1 — senior returning starter
27375,Myles Walker,WR,2,returning_starter,projected,consensus_may_2026,,2026-05-27,Akron WR2 — senior receiver, secondary target
3584,Shammond Cooper,LB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Akron LB1 — senior returning starter

# === App State ===
14711,Billy Wiles,QB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,App State QB1 — senior returning starter
7254,Rashod Dubinion,RB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,App State RB1 — senior feature back, Sun Belt rushing threat
16824,Dalton Stroman,WR,1,returning_starter,projected,consensus_may_2026,,2026-05-27,App State WR1 — senior slot, reliable chain-mover
5006,Kyle Arnholt,LB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,App State LB1 — senior returning starter

# === Arkansas ===
28492,Brayson McHenry,QB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Arkansas QB1 — junior starter looking to build on 2025 campaign
31445,AJ Green,RB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Arkansas RB1 — senior workhorse back, physical downhill runner
10596,O'Mega Blake,WR,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Arkansas WR1 — senior returning starter
9319,Raylen Sharpe,WR,2,returning_starter,projected,consensus_may_2026,,2026-05-27,Arkansas WR1 — senior receiver, red-zone target
7363,Stephen Dix Jr.,LB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Arkansas LB1 — senior returning starter

# === Arkansas State ===
10987,Ethan Crawford,QB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Arkansas State QB1 — junior returning starter
10108,Ja'Quez Cross,RB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Arkansas State RB1 — senior returning starter
10107,Corey Rucker,WR,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Arkansas State WR1 — senior returning starter
10922,Nazeviah Burris,WR,2,returning_starter,projected,consensus_may_2026,,2026-05-27,Arkansas State WR2 — senior receiver, secondary target
11039,Devyn Curtis,LB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Arkansas State LB1 — senior returning starter

# === Army ===
10332,Dewayne Coleman,QB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Army QB1 — senior returning starter
26002,Jarel Dickson,RB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Army RB1 — senior returning starter
26016,Liam Fortner,WR,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Army WR1 — senior returning starter
10325,Noah Short,WR,2,returning_starter,projected,consensus_may_2026,,2026-05-27,Army WR2 — senior receiver, secondary target
10313,Eric Ford,LB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Army LB1 — senior returning starter

# === Ball State ===
15347,Kiael Kelly,QB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Ball State QB1 — senior returning starter
11570,Qua Ashley,RB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Ball State RB1 — junior returning starter
15340,Qian Magwood,WR,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Ball State WR1 — senior returning starter
32332,Nick Presley,WR,2,returning_starter,projected,consensus_may_2026,,2026-05-27,Ball State WR2 — senior receiver, secondary target
15684,Alfred Chea,LB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Ball State LB1 — senior returning starter

# === Boston College ===
31372,Grayson James,QB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Boston College QB1 — senior signal-caller anchoring ACC rebuild
15328,Jordan Mcdonald,RB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Boston College RB1 — senior back, physical runner
15324,Luke McLaughlin,WR,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Boston College WR1 — senior returning starter
15299,Owen McGowan,LB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Boston College LB1 — senior returning starter

# === Bowling Green ===
7855,Drew Pyne,QB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Bowling Green QB1 — senior veteran QB, experienced portal addition
31392,PaSean Wimberly,RB,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Bowling Green RB1 — senior returning starter
31541,RJ Garcia II,WR,1,returning_starter,projected,consensus_may_2026,,2026-05-27,Bowling Green WR1 — senior returning starter
