season_year,player_name,position,team_name,honor_scope,honor_name,selector,placement,source_name,source_url
2024,Cam Ward,QB,Miami (FL),all_america,All-America (AFCA),AFCA,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Cam Ward,QB,Miami (FL),all_america,All-America (AP),AP,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Cam Ward,QB,Miami (FL),all_america,All-America (SN),SN,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Cam Ward,QB,Miami (FL),all_america,All-America (WCFF),WCFF,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Cam Ward,QB,Miami (FL),all_america,All-America (CBS),CBS,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Cam Ward,QB,Miami (FL),all_america,All-America (The Athletic),The Athletic,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Cam Ward,QB,Miami (FL),all_america,All-America (ESPN),ESPN,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Cam Ward,QB,Miami (FL),all_america,All-America (PFF),PFF,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Dillon Gabriel,QB,Oregon,all_america,All-America (FWAA),FWAA,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Dillon Gabriel,QB,Oregon,all_america,All-America (USA Today),USA Today,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Dillon Gabriel,QB,Oregon,all_america,All-America (SI),SI,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Ashton Jeanty,RB,Boise State,all_america,All-America (AFCA),AFCA,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Ashton Jeanty,RB,Boise State,all_america,All-America (AP),AP,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Ashton Jeanty,RB,Boise State,all_america,All-America (FWAA),FWAA,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Ashton Jeanty,RB,Boise State,all_america,All-America (SN),SN,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Ashton Jeanty,RB,Boise State,all_america,All-America (WCFF),WCFF,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Ashton Jeanty,RB,Boise State,all_america,All-America (CBS),CBS,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Ashton Jeanty,RB,Boise State,all_america,All-America (The Athletic),The Athletic,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Ashton Jeanty,RB,Boise State,all_america,All-America (PFF),PFF,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Ashton Jeanty,RB,Boise State,all_america,All-America (USA Today),USA Today,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Ashton Jeanty,RB,Boise State,all_america,All-America (ESPN),ESPN,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Ashton Jeanty,RB,Boise State,all_america,All-America (SI),SI,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Kaleb Johnson,RB,Iowa,all_america,All-America (WCFF),WCFF,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Kaleb Johnson,RB,Iowa,all_america,All-America (FWAA),FWAA,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Kaleb Johnson,RB,Iowa,all_america,All-America (SN),SN,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Kaleb Johnson,RB,Iowa,all_america,All-America (USA Today),USA Today,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Cam Skattebo,RB,Arizona State,all_america,All-America (AP),AP,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Cam Skattebo,RB,Arizona State,all_america,All-America (CBS),CBS,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Cam Skattebo,RB,Arizona State,all_america,All-America (The Athletic),The Athletic,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Cam Skattebo,RB,Arizona State,all_america,All-America (ESPN),ESPN,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Cam Skattebo,RB,Arizona State,all_america,All-America (SI),SI,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Omarion Hampton,RB,North Carolina,all_america,All-America (AFCA),AFCA,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Nick Nash,WR,San Jose State,all_america,All-America (AFCA),AFCA,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Nick Nash,WR,San Jose State,all_america,All-America (AP),AP,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Nick Nash,WR,San Jose State,all_america,All-America (FWAA),FWAA,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Nick Nash,WR,San Jose State,all_america,All-America (WCFF),WCFF,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Nick Nash,WR,San Jose State,all_america,All-America (SN),SN,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Nick Nash,WR,San Jose State,all_america,All-America (CBS),CBS,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Nick Nash,WR,San Jose State,all_america,All-America (ESPN),ESPN,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Nick Nash,WR,San Jose State,all_america,All-America (PFF),PFF,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Tetairoa McMillan,WR,Arizona,all_america,All-America (AFCA),AFCA,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Tetairoa McMillan,WR,Arizona,all_america,All-America (AP),AP,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Tetairoa McMillan,WR,Arizona,all_america,All-America (CBS),CBS,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Tetairoa McMillan,WR,Arizona,all_america,All-America (The Athletic),The Athletic,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Tetairoa McMillan,WR,Arizona,all_america,All-America (PFF),PFF,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Tetairoa McMillan,WR,Arizona,all_america,All-America (USA Today),USA Today,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Xavier Restrepo,WR,,all_america,All-America (AFCA),AFCA,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Xavier Restrepo,WR,,all_america,All-America (AP),AP,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Xavier Restrepo,WR,,all_america,All-America (The Athletic),The Athletic,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Xavier Restrepo,WR,,all_america,All-America (SI),SI,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Travis Hunter,WR,Colorado,all_america,All-America (SN),SN,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Travis Hunter,WR,Colorado,all_america,All-America (WCFF),WCFF,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Travis Hunter,WR,Colorado,all_america,All-America (CBS),CBS,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Travis Hunter,WR,Colorado,all_america,All-America (SI),SI,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
2024,Harold Fannin Jr.,WR,Bowling Green,all_america,All-America (FWAA),FWAA,1,wikipedia,https://en.wikipedia.org/wiki/2024_All-America_college_football_team
